,Issue#,Title,Owner,Description,Labels,Reviewers,Assignees,Opened time,Closed time,Changed Files,Commits,Events,Participants,Number of Comments,Merged
3258,5173,Fix some failing tests in debugmode,lamblin,,,abergeron nouiz,,2016-11-03 03:28:38,2016-11-03 16:49:21,theano/tensor/nnet/conv3d2d.py theano/gof/opt.py theano/tensor/tests/test_elemwise.py,091559fe7348f6379d1a5673c8daae7c8fd7a63f c4b2cffca4db592ac8a3d49896bfcd53ee1b2704 45662adfe3468044dc88d0f2cc872a5f5beceb0d,"nouiz referenced 2016-11-03 16:49:21,nouiz merged 2016-11-03 16:49:21,nouiz closed 2016-11-03 16:49:21",abergeron nouiz lamblin,3,True
3259,5174,Make corrMM work in float16/64,abergeron,,,nouiz,,2016-11-03 15:37:08,2016-11-08 22:03:44,theano/gpuarray/tests/config.py theano/gpuarray/neighbours.py theano/gpuarray/corr3d_gemm.c theano/gpuarray/basic_ops.py theano/gpuarray/tests/test_gemmcorr.py theano/gpuarray/tests/test_dnn.py theano/gpuarray/elemwise.py theano/gpuarray/corr_gemm.c theano/gpuarray/tests/test_gemmcorr3d.py theano/gpuarray/blas.py,77bce8804bad71e51bfa896616490a9502d145f7 d9dfffd467afce7531876e3e3c61ff0251f3b1cb e3e0e6d479e67ed06bdfb533cb8bb315f7e69371 33d2980689ce1b11df8645a88ee12de8a8283cd1 34f1dd149eff33defa62bcc9171a3ca7222eb38d 98d7817fc3b3ad3093bdf856288e66efb3d08916 3622d826b5ac478735b985bd915af7c5a6301107 0c2eb3f0c8b0f3469de9ca9c446c95dffe509974 d79d38c1ee8989e7ef4acbd1e1ba161471edd195,"abergeron head_ref_force_pushed 2016-11-07 19:28:41,nouiz referenced 2016-11-08 22:03:44,nouiz merged 2016-11-08 22:03:44,nouiz closed 2016-11-08 22:03:44,abergeron head_ref_deleted 2017-07-31 19:39:37",abergeron nouiz,6,True
3260,5175,Fix grad of elemwise with boolean inputs.,abergeron,Fixes #5171 and https://github.com/pymc-devs/pymc3/issues/1496,,nouiz,,2016-11-03 17:17:29,2016-11-08 03:21:20,theano/tensor/tests/test_elemwise.py theano/tensor/elemwise.py,229d874ba10f9abe47540f1953586ee34992ae20 02b76031f3bc76058771744eaf7159138bef5ba7 673077445c6c7d3eab55f45356286bc07d0ce81f,"lamblin referenced 2016-11-08 03:21:20,lamblin merged 2016-11-08 03:21:20,lamblin closed 2016-11-08 03:21:20,abergeron head_ref_deleted 2017-07-31 19:39:35",ColCarroll abergeron nouiz lamblin,5,True
3261,5178,travis: use travis cache for theano cache,ReyhaneAskari,"Hi Fred (@nouiz )

I updated travis caching in ```.travis.yml``` to cache the ```~/.theano``` directory. I tested it with a simple script and it seems to be working. Theano tests are running currently. We can talk about it tomorrow. ",,,,2016-11-03 23:50:35,2016-11-04 17:51:59,.travis.yml,e39345cc8553ab0cd023e5c1b0a6f7e7d4d11efc 4c5a04d76b7ed00f38621996063c91fead51437f ebd53d392b2e57579a25bd9a6c8282b18bfe0b9f f98550e63666ff80de9db91af3780f378f9b6731 b52bfc83af4bcd3153b6b8f06fa490a3c9ccbab1,"nouiz mentioned 2016-11-03 23:50:35,nouiz subscribed 2016-11-03 23:50:35,nouiz referenced 2016-11-04 17:51:59,nouiz merged 2016-11-04 17:51:59,nouiz closed 2016-11-04 17:51:59,ReyhaneAskari head_ref_deleted 2016-11-06 21:57:59,nouiz renamed 2016-12-01 16:34:26",ReyhaneAskari nouiz,2,True
3262,5179,Import numpy,kvmanohar22,Changed imports of numpy to one common form of `import numpy as np` in code (only) in `Theano/benchmark/*` files,,nouiz,,2016-11-04 04:50:43,2016-11-07 14:16:17,benchmark/autoencoder/aa_numpy.py benchmark/convolution/opencv.py benchmark/regression/regression.py benchmark/autoencoder/aa.py benchmark/convolution/conv2d.py,05fd58e7c79e2bbc7da11350523514aa67d24c26 37764e73152dfea7d373e8f7aa2fbe29670ea0d7 f452f7059da7398fed1cb3101481f5c80a247b8c b81b3471944c226680659f58292bfb23ccf11d4d 57e81f5232e0f701b16cb6f6eef9a9f96cc00a63 d1a5f973576477526de8ef1693dcb265fc1b45d5 6a888162cc7fe1de9722697384d4c2e8a8560731,"nouiz referenced 2016-11-07 14:16:17,nouiz merged 2016-11-07 14:16:17,nouiz closed 2016-11-07 14:16:17,kvmanohar22 head_ref_deleted 2016-11-07 18:27:33",nouiz kvmanohar22,5,True
3263,5181,"[REG, CRASH] fix crash related to float16 introduced in gh-5077",nouiz,Fix gh-5077,,abergeron,,2016-11-04 15:54:39,2016-11-04 23:13:05,theano/scalar/basic.py theano/scalar/tests/test_basic.py theano/gpuarray/elemwise.py theano/gpuarray/tests/test_elemwise.py,034a4081868ba71731f561b8e8c7ec3421fbe482 0b5a96e065d969384165f2bbe7e74a493aef8809 4c49de7f0659a75c05d55a0b8cb64cc59b7f8ec5 12c78b339ff7323116fc41ed21c712d16397ba55 4405d79a572e65b1ecf9af4d05f1fe1c3de0ef90 0e595433238a62eb1f1b8a7c313e4d0757a3e62b,"abergeron referenced 2016-11-04 23:13:05,abergeron merged 2016-11-04 23:13:05,abergeron closed 2016-11-04 23:13:05,nouiz head_ref_deleted 2016-11-07 16:17:06",abergeron nouiz,5,True
3264,5182,uint16 added into _good_broadcast_binary_normal,mohammadpz,"Hi @nouiz ,

I added binary tests in ```_good_broadcast_binary_normal``` for uint16. The tests seem to be fine. Is there any other place that I need to add uint?

Thanks

fix gh-850",,abergeron nouiz,,2016-11-04 16:20:47,2017-01-10 18:47:17,theano/scalar/basic.py theano/tensor/tests/test_basic.py theano/scalar/basic_scipy.py theano/tensor/nnet/tests/test_sigm.py,f04d5cee65ecf8febc85606ca2dad10907368480 6bbad303d046633e52422e990e8535caa2684ba6 2d40b86853c177a7051f02c140de1ad5e7703e79 d2c09a33fe2607587a76ca707577d0112d792b72 c4b04aebdfaa19cc6495546fec3887ee00e4c518 bd761396b84cf7542ecaf9f4a49480b7b851c131 a4cc527cfc726a9034628059f2b0b8873e7834c5 374f131de1c8a8a7a9e43afeaac9340e19ad3347 92ae873145610bca4118c64c56c2da5e487ce0dc,"nouiz mentioned 2016-11-04 16:20:47,nouiz subscribed 2016-11-04 16:20:47,nouiz mentioned 2016-11-13 23:31:52,nouiz subscribed 2016-11-13 23:31:52,nouiz mentioned 2016-11-14 03:09:54,nouiz subscribed 2016-11-14 03:09:54,nouiz mentioned 2016-11-20 22:38:11,nouiz subscribed 2016-11-20 22:38:11,nouiz mentioned 2016-11-21 21:00:48,nouiz subscribed 2016-11-21 21:00:48,nouiz mentioned 2016-11-21 21:01:41,nouiz subscribed 2016-11-21 21:01:41,nouiz mentioned 2016-11-21 22:11:19,nouiz subscribed 2016-11-21 22:11:19,nouiz mentioned 2016-12-02 19:43:41,nouiz subscribed 2016-12-02 19:43:41,nouiz mentioned 2016-12-22 19:00:19,nouiz subscribed 2016-12-22 19:00:19,nouiz mentioned 2017-01-09 19:49:02,nouiz subscribed 2017-01-09 19:49:02,abergeron mentioned 2017-01-10 16:48:33,abergeron subscribed 2017-01-10 16:48:33,nouiz referenced 2017-01-10 18:47:17,nouiz merged 2017-01-10 18:47:17,nouiz closed 2017-01-10 18:47:17",abergeron nouiz mohammadpz,27,True
3265,5184,Add grad_scale op,YangZhang4065,"I added a new grad_scale op to scale or inverse gradient in back-propagation.

This op could be helpful if you want to
1, Implement adversarial optimization which requires gradient inverse:
https://arxiv.org/abs/1409.7495
https://arxiv.org/abs/1511.06434

2, Have relatively different learning rates across the graph.",CCW NeedSomeoneToFinish,nouiz,,2016-11-04 19:10:41,2017-01-11 14:01:20,theano/gradient.py,281ef39124a79867caeaf7ec4b268dcf3496ea79 4530dc5e383c2af1aef84f947f31fdc88f89f361 ead9132b2eafcdec441d8700dbaa96995ca4df30,"f0k mentioned 2016-11-15 13:44:31,f0k subscribed 2016-11-15 13:44:31,YangZhang4065 mentioned 2016-12-22 16:02:49,YangZhang4065 subscribed 2016-12-22 16:02:49,nouiz labeled 2017-01-10 16:57:00,nouiz labeled 2017-01-10 16:57:00,nouiz closed 2017-01-11 14:01:20",f0k nouiz YangZhang4065 lamblin,6,False
3266,5185,Fix remaining tests in debugmode,lamblin,,,,,2016-11-05 00:15:14,2016-11-08 13:54:35,theano/tensor/type.py theano/tests/test_flake8.py theano/tensor/tests/test_opt.py,58328cd707f872181f9dd91c2855ff59c448faea ec1caa4d63e9ccb1cb9a0d02ffe4c491709a8ecc 9c74daeca1b85ccd5f11793ebc9c8b01b808c82a 22ff95d709e8ae320791f118ed4ec71345e9367b 7215c905f96a9d20ea28cd86f9893b00ae33402f a89390c184e4c798fc7a793f93f89cc39c3988c9 043c3eef2c9da44e67ea640e2e75cd6e3ba565b6,"nouiz referenced 2016-11-08 13:54:35,nouiz merged 2016-11-08 13:54:35,nouiz closed 2016-11-08 13:54:35",nouiz lamblin,3,True
3267,5190,Abstract Ops for batch normalization,gvtulder,"This is a project to define abstract batch normalization Ops that can get optimized to use the cuDNN Ops, while providing an alternative pure Theano implementation that can run on CPUs and on GPUs if cuDNN is not available.

I've started by copying the interface from the gpuarray backend, but this might also be an opportunity to improve some things.

See also issue #5187.",,nouiz f0k,,2016-11-07 15:30:42,2017-01-31 21:15:29,theano/gpuarray/dnn_batchnorm.c doc/library/tensor/nnet/bn.txt theano/gpuarray/dnn.py theano/sandbox/cuda/__init__.py theano/sandbox/cuda/opt.py theano/tensor/nnet/bn.py theano/gpuarray/tests/test_dnn.py theano/tensor/nnet/tests/test_bn.py theano/gpuarray/dnn_batchnorm_inf.c theano/sandbox/cuda/dnn.py theano/gpuarray/opt.py theano/sandbox/cuda/tests/test_dnn.py,2ddda96558e38d8937882b72eff81ad929d02e42 8c3b228f78f41f54150bfd707281679ac19e90c5 ef21cb583da1afa20e2aa0d5b85169f4b2be42ac db9db1d0ca8a03c54ec95685044e84a190b009de 4f291961f594068c9f72a76d08fa2dcec51c4797 fd0e3b655c1d46c710abc72f314ff639da2c39bb 36b45acb3081bc9778ca2acf37e7a1f3ecc0215f b690578d54cd923323d97238352d8dfeefbc860e ae5e5a03bbff5754a09c8cb6ba01d37a639e424a 4341134543ed367b3b5c1885efd8199a66a0ce3f 186056b878a0a9dd576b684106fb4ddaa4af246c 868420188104b53321806bd5e58e237fff5ab869 51a2a510e9214f7a0f4e41b81105042c1a283200 c4293e6912d89ec19581bdca07fd8ef16ddc1fd8 8202b10316be0d900f49810647df56a239b0f2c3 9f02e1301fa8ef9e2e5fdbe7030dcddb4b30da98 38e40c70c63f72390f7f2d75c1980159635bb919 3f57f90b6a857974ab1ead8a5e02dbff042ef4ac 9ad041242d97d71d50be42db001935f9072ad3e6 361317ad97bff46820ed541d26d2a72400f51b31 ef487eed3d3434a57959c29bb0e332898790c2d6 6023861670ce20abcd780825da88bfa6fadcaea3 9c90f2819be7cb2f28a326c834e5144482618d20,"gvtulder head_ref_force_pushed 2016-11-08 09:29:31,gvtulder head_ref_force_pushed 2016-11-08 09:46:48,gvtulder head_ref_force_pushed 2016-11-08 23:14:50,gvtulder head_ref_force_pushed 2016-11-09 17:05:36,gvtulder head_ref_force_pushed 2016-11-10 00:04:09,gvtulder head_ref_force_pushed 2016-11-12 01:13:03,nouiz mentioned 2016-11-14 16:39:02,nouiz subscribed 2016-11-14 16:39:02,f0k mentioned 2016-11-14 16:55:34,f0k subscribed 2016-11-14 16:55:34,gvtulder head_ref_force_pushed 2016-11-28 17:06:50,gvtulder head_ref_force_pushed 2016-12-14 11:16:55,gvtulder head_ref_force_pushed 2016-12-19 16:46:59,fvisin referenced 2016-12-22 13:14:26,gvtulder head_ref_force_pushed 2016-12-22 13:58:41,gvtulder head_ref_force_pushed 2016-12-22 16:49:06,fvisin referenced 2017-01-21 16:04:53,fvisin referenced 2017-01-21 16:22:20,fvisin referenced 2017-01-21 19:07:05,fvisin referenced 2017-01-27 11:21:24,gvtulder head_ref_force_pushed 2017-01-30 10:05:44,nouiz closed 2017-01-30 16:28:26,nouiz reopened 2017-01-30 16:28:29,nouiz referenced 2017-01-31 21:15:29,nouiz merged 2017-01-31 21:15:29,nouiz closed 2017-01-31 21:15:29,gvtulder mentioned 2017-02-01 10:08:36,gvtulder subscribed 2017-02-01 10:08:36,gvtulder head_ref_deleted 2017-02-01 11:19:23,fvisin referenced 2017-03-01 17:27:56",fvisin gvtulder slefrancois f0k nouiz,59,True
3268,5193,Numpy imports,kvmanohar22,Changed imports of numpy to one common form of `import numpy as np` in `Theano/tensor/sparse/*` files,,nouiz,,2016-11-07 19:56:44,2016-11-08 13:44:38,theano/sparse/type.py theano/sparse/tests/test_opt.py theano/sparse/sandbox/sp.py theano/sparse/opt.py theano/sparse/tests/test_sp2.py theano/sparse/sandbox/sp2.py theano/sparse/sandbox/truedot.py theano/sparse/tests/test_utils.py theano/sparse/sandbox/test_sp.py theano/sparse/tests/test_basic.py theano/sparse/basic.py,86d21acdda1c52b08880fcdcf196fb9b59358bd6 ac4b7a5d1138115ddda0a1c4de72df2d9a06cbf8 f06f537a8f11231ed64688f2cd06bd965b973860,"nouiz referenced 2016-11-08 13:44:38,nouiz merged 2016-11-08 13:44:38,nouiz closed 2016-11-08 13:44:38,kvmanohar22 head_ref_deleted 2016-11-08 13:53:25",nouiz kvmanohar22,1,True
3269,5194,Update to fix python 3 error,notoraptor,"Update test function test_pycuda_memory_to_theano() to fix Python 3 error.

The refcount of a variable seems to be different between Python 2 and Python 3. So it seems better to stock an initial refcount in a variable and then do the checkings with that variable instead of directly using comparing to constant values.

Tests passed with Python 3 (Anaconda):

```
$ nosetests --verbose --nocapture theano/misc/tests/test_pycuda_theano_simple.py
Run pycuda only example to test that pycuda works. ... ok
Simple example with pycuda function and Theano CudaNdarray object. ... ok
theano.misc.tests.test_pycuda_theano_simple.test_pycuda_memory_to_theano ... 4
gpuarray ref count before creating a CudaNdarray 4
strides (20, 5, 1)
gpuarray ref count after creating a CudaNdarray 5
gpuarray ref count after deleting the CudaNdarray 4
ok

----------------------------------------------------------------------
Ran 3 tests in 0.297s

OK
```",,nouiz,,2016-11-07 21:18:36,2016-11-08 13:51:34,theano/misc/tests/test_pycuda_theano_simple.py,e8a6267e9e793ac9066bcc64e0c08a987d5000e4 27f499081de8a5c8c576c8123df3d1bae5324cd1,"nouiz referenced 2016-11-08 13:51:34,nouiz merged 2016-11-08 13:51:34,nouiz closed 2016-11-08 13:51:34,notoraptor head_ref_deleted 2016-11-08 14:03:16",nouiz notoraptor,3,True
3270,5196,Added checks for taps values.,Thrandis,Fixes #4899,,,,2016-11-08 00:29:36,2016-11-08 13:57:03,theano/scan_module/tests/test_scan.py theano/scan_module/scan.py,c388df73cbc12530dcafbb315920394144d29579,"nouiz referenced 2016-11-08 13:57:03,nouiz merged 2016-11-08 13:57:03,nouiz closed 2016-11-08 13:57:03,Thrandis head_ref_deleted 2016-11-08 14:53:57",Thrandis nouiz,1,True
3271,5198,Gpuarray average and max pooling,aam-at,"Following up #3336, adds pooling with `ignore_border=False` for libgpuarray. Cudnn ignores border and when user sets ignore border to `False` in new backend cpu pooling operations are used which results in significant slowdown. Many people encountered this problem before and quite many theano libraries now issue warning to the user when ignore border is set to false.

It is slower than cudnn but necessary to reproduce some papers, such as Network in Network.

This pull request is related to #5157 which adds pooling with strides and padding to old backend. Both pull requests borrow and adopt caffe pooling kernels to theano.
",,abergeron nouiz,,2016-11-08 12:52:36,2016-11-25 15:12:59,theano/gpuarray/tests/test_blas.py theano/gpuarray/pool_grad_grad.c theano/gpuarray/dnn.py theano/gof/__init__.py theano/gpuarray/pool.c theano/gpuarray/pool_max_grad.c theano/gpuarray/pool.py theano/gof/optdb.py theano/gpuarray/opt.py theano/gpuarray/tests/test_pool.py theano/gpuarray/pool_ave_grad.c theano/gpuarray/blas.py theano/gof/opt.py,ea45d8359faf483f7f59b379839cb24a4b8fa9d7 fc4ebe25d785b50194146611f01692d037905464 c65fa17f0cfaf9172f985f4625207f60e66eab19 9cedf22cc22a91990ae405b304d3d3131dfeef4e b1546706bbb14c4d0f8efe783880c113d6ff9067 96f7cdf1601ba703112f67838808aad2795ed9f7 ad73ad3e015689defd88d8dd865cebd12b6c73d0 b0c7744e2c14a73b00a5f2087fd8920871af9e17 1ce720d3ca0aece6de587601c299499d8bfe3b82 40d372f48aec679892b0b61ccdadde424422388d 4ad3ed6461676ce0be0932887b95e68b466a9767 7a777b2cb293c9a08d252261cc4da6f90bbac8e3 e422c2af17941437ac986afe60b552af23451914 bb9042a78d030fed31818e6f24d2ddcceb4cce2d e45bf7f81030cb2afe4d0150dc2a647918573178 85022b3698b6894886b4645724a501e170396fe5 9c9603454f3db8c882ccd9392cbf274013e2c48f bdd1daafbd43a82717c88f460e92e46cf5d3305c be1864cd3a2afbe0af301889515c831d1b462cad 4dc500ed95771cfb88efcb6f1047f02ac3aafbc5 dd54f7667c2f0a8123f1e3ee1bcfe1242e5c679f 333de73464d1d1667444c99feb6797a3f7b2d01d,"aam-at renamed 2016-11-08 12:56:22,abergeron mentioned 2016-11-08 14:44:56,abergeron subscribed 2016-11-08 14:44:56,abergeron mentioned 2016-11-08 15:20:43,abergeron subscribed 2016-11-08 15:20:43,lamblin mentioned 2016-11-08 15:20:43,lamblin subscribed 2016-11-08 15:20:43,nouiz mentioned 2016-11-09 15:34:14,nouiz subscribed 2016-11-09 15:34:14,aam-at head_ref_force_pushed 2016-11-10 05:39:14,aam-at referenced 2016-11-10 16:46:08,aam-at referenced 2016-11-10 16:53:45,nouiz mentioned 2016-11-17 11:42:18,nouiz subscribed 2016-11-17 11:42:18,nouiz mentioned 2016-11-25 14:41:24,nouiz subscribed 2016-11-25 14:41:24,nouiz referenced 2016-11-25 15:12:59,nouiz merged 2016-11-25 15:12:59,nouiz closed 2016-11-25 15:12:59,aam-at head_ref_deleted 2016-11-25 16:26:49,aam-at referenced 2017-01-02 17:40:58,aam-at referenced 2017-02-06 06:56:52",abergeron lamblin nouiz aam-at,37,True
3272,5199,add doc version switcher to top of sidebar,slefrancois,,,,,2016-11-08 15:17:05,2016-11-09 15:19:45,doc/.templates/layout.html doc/.static/fix_rtd.css doc/.static/version_switch.js,e512d7a81c02e13e793bde7b1e05061caabc3a6a,"nouiz referenced 2016-11-09 15:19:45,nouiz merged 2016-11-09 15:19:45,nouiz closed 2016-11-09 15:19:45",nouiz slefrancois,0,True
3273,5204,AWS Marketplace AMI install doc section,timgasper,Added small section on AWS Marketplace AMI for Theano by Bitfusion. This was okayed by nouiz a couple months ago in the google group: https://groups.google.com/forum/#!searchin/theano-users/AMI%7Csort:relevance/theano-users/bZczMYoqdFU/gXEdvohhBAAJ,,,,2016-11-09 20:34:26,2016-11-10 15:30:29,doc/install.txt,6233caba284593959f910ed0b97f50ae1b9459fd 88db2376d439ac81983348f11e8f59b02001ff23,"nouiz referenced 2016-11-10 15:30:29,nouiz merged 2016-11-10 15:30:29,nouiz closed 2016-11-10 15:30:29",timgasper nouiz,1,True
3274,5205,AWS Marketplace AMI install doc section,timgasper,Added small section on AWS Marketplace AMI for Theano by Bitfusion. This was okayed by nouiz a couple months ago in the google group: https://groups.google.com/forum/#!searchin/theano-users/AMI%7Csort:relevance/theano-users/bZczMYoqdFU/gXEdvohhBAAJ,,,,2016-11-09 20:37:48,2016-11-15 21:17:09,doc/install_others.txt,01de10f8ec843c1dd2ec93cf34c363483aab539a a2eb437a21fd3f5e001ac179c55b8204c31c961a,"nouiz closed 2016-11-10 15:27:15,nouiz reopened 2016-11-10 19:59:42,nouiz referenced 2016-11-15 21:17:09,nouiz merged 2016-11-15 21:17:09,nouiz closed 2016-11-15 21:17:09",timgasper nouiz,3,True
3275,5207,Conda fixes,mingwandroid,Here are the patches we are applying to Theano at Continuum Analytics.,,nouiz notoraptor,,2016-11-10 16:31:42,2016-11-24 23:05:23,,,"mingwandroid head_ref_force_pushed 2016-11-10 17:50:11,abergeron mentioned 2016-11-11 15:08:05,abergeron subscribed 2016-11-11 15:08:05,notoraptor mentioned 2016-11-18 09:17:36,notoraptor subscribed 2016-11-18 09:17:36,notoraptor referenced 2016-11-18 16:00:54,nouiz referenced 2016-11-18 21:53:59,mingwandroid mentioned 2016-11-18 22:08:20,mingwandroid subscribed 2016-11-18 22:08:20,mingwandroid head_ref_force_pushed 2016-11-24 14:02:59,mingwandroid head_ref_force_pushed 2016-11-24 16:02:01,mingwandroid closed 2016-11-24 23:05:23,mingwandroid head_ref_force_pushed 2016-11-24 23:05:23,aam-at referenced 2016-11-25 16:45:24,gvtulder referenced 2016-11-26 01:31:40,tfjgeorge referenced 2017-01-13 20:01:59,ReyhaneAskari referenced 2017-01-19 23:34:12",gvtulder ReyhaneAskari mingwandroid abergeron notoraptor aam-at tfjgeorge nouiz,44,False
